Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
Chemmeen,1965.0,140.0,Drama,7.7,475.0,Ramu Kariat,Sathyan,Sheela,Madhu,6.271282051282052,7.7,7.7,7.7,7.7
Chennai Express,2013.0,141.0,Action,6.0,50307.0,Rohit Shetty,Deepika Padukone,Shah Rukh Khan,Sathyaraj,5.543406229290921,5.783333333333334,5.957142857142857,6.338461538461539,6.166666666666667
Chetna,1970.0,135.0,Drama,6.2,27.0,B.R. Ishara,Anil Dhawan,Shatrughan Sinha,Rehana Sultan,6.271282051282052,5.733333333333333,5.8,5.785185185185185,6.2
Chettaniki Kallu Levu,1981.0,141.0,Action,7.6,81.0,S.A. Chandrashekhar,Chiranjeevi,Madhavi,Lakshmi,5.543406229290921,5.516666666666667,6.3076923076923075,6.7,6.466666666666666
Chhailla Babu,1977.0,146.0,Action,6.8,74.0,Joy Mukherjee,Rajesh Khanna,Zeenat Aman,Asrani,5.543406229290921,6.8,6.6,6.411538461538461,5.888
Chhalaang,2020.0,136.0,Comedy,6.8,15830.0,Hansal Mehta,Rajkummar Rao,Nushrat Bharucha,Mohd. Zeeshan Ayyub,5.838155136268345,6.785714285714286,6.970000000000001,5.95,6.416666666666667
Chhalia,1960.0,112.0,Musical,7.4,201.0,Manmohan Desai,Raj Kapoor,Nutan,Pran,6.116470588235294,6.4411764705882355,6.92,6.738095238095238,6.39811320754717
Chhapaak,2020.0,120.0,Biography,5.1,25070.0,Meghna Gulzar,Deepika Padukone,Vikrant Massey,Madhurjeet Sarghi,6.674025974025974,6.266666666666666,5.957142857142857,6.1000000000000005,5.1
Chhappad Phaad Ke,2019.0,90.0,Drama,6.3,954.0,Sameer Joshi,Siddharth Menon,Vinay Pathak,Ayesha Raza,6.271282051282052,6.3,6.3,6.459999999999999,6.0
Chhatrapati Shivaji,1952.0,170.0,Drama,8.3,39.0,Bhalji Pendharkar,Parshwanath Yeshwant Altekar,Chandrakant,Gajanan Jagirdar,6.271282051282052,7.65,8.3,8.3,7.425
Chhaya,1961.0,144.0,Drama,7.1,42.0,Hrishikesh Mukherjee,Sunil Dutt,Asha Parekh,Nirupa Roy,6.271282051282052,7.266666666666667,6.3375,6.8307692307692305,6.52
Chhichhore,2019.0,143.0,Comedy,8.3,38581.0,Nitesh Tiwari,Sushant Singh Rajput,Shraddha Kapoor,Varun Sharma,5.838155136268345,7.975,6.728571428571429,5.75,5.45
Chhodon Naa Yaar,2007.0,97.0,Horror,4.6,94.0,Dilip Sood,Jimmy Sheirgill,Kim Sharma,Farid Amiri,4.68655462184874,4.6,5.444444444444445,4.6,4.6
Chhota Bheem and the Curse of Damyaan,2012.0,88.0,Animation,5.7,145.0,Rajiv Chilaka,Jigna Bhardwaj,Chutki,Kaustav Ghosh,6.0736842105263165,5.9,5.8999999999999995,5.7,5.7
Chhota Bheem and the Throne of Bali,2013.0,130.0,Animation,6.2,142.0,Rajiv Chilaka,Rupa Bhimani,Vivaan Bhimani,Parignya Pandya Shah,6.0736842105263165,5.9,6.2,6.2,6.2
Chhota Bheem Himalayan Adventure,2016.0,97.0,Animation,5.5,117.0,Rosauro Adorable,Jigna Bhardwaj,Rupa Bhimani,Sonal Kaushal,6.0736842105263165,5.5,5.8999999999999995,5.5,5.5
Chhota Bheem in the Incan Adventure,2013.0,65.0,Animation,6.5,22.0,Rajiv Chilaka,Jigna Bhardwaj,Julie Tejwani,Rajesh Kava,6.0736842105263165,5.9,5.8999999999999995,6.5,6.5
Chhota Bheem Kung Fu Dhamaka,2019.0,97.0,Animation,5.2,119.0,Rajiv Chilaka,Binayak Das,Urvi Ashar,Asif Ali Beig,6.0736842105263165,5.9,5.2,5.2,5.2
Chhota Chetan,1998.0,103.0,Adventure,5.7,155.0,Jijo Punnoose,Urmila Matondkar,Dalip Tahil,Satish Kaushik,6.188,6.6,6.333333333333333,5.233333333333333,4.8999999999999995
Chhota Sa Ghar,1996.0,141.0,Drama,3.7,11.0,Kalpataru,Asrani,Neelima Azim,Beena Banerjee,6.271282051282052,5.6923076923076925,5.076190476190476,3.7,4.18
Chhote Nawab,1961.0,140.0,Comedy,5.5,24.0,S.A. Akbar,Ameeta,Mehmood,Johnny Walker,5.838155136268345,6.166666666666667,5.5,6.488888888888889,6.50625
Chhote Sarkar,1996.0,151.0,Comedy,4.7,239.0,Vimal Kumar,Govinda,Shilpa Shetty Kundra,Aruna Irani,5.838155136268345,4.38,4.822916666666667,5.1,5.723809523809524
Chhoti Bahen,1959.0,155.0,Drama,6.6,35.0,L.V. Prasad,Balraj Sahni,Shyama,Rehman,6.271282051282052,6.355555555555556,7.091666666666666,6.291666666666667,6.9
Chhoti Bahu,1971.0,137.0,Drama,6.1,67.0,K.B. Tilak,Rajesh Khanna,Sharmila Tagore,Nirupa Roy,6.271282051282052,6.1,6.6,7.003333333333333,6.52
Chhoti Si Baat,1976.0,123.0,Comedy,8.3,3868.0,Basu Chatterjee,Ashok Kumar,Vidya Sinha,Amol Palekar,5.838155136268345,6.7318181818181815,6.5458823529411765,7.1499999999999995,7.0
Chhoti Si Mulaqat,1967.0,175.0,Drama,6.7,39.0,Alo Sarkar,Vyjayanthimala,Uttam Kumar,Rajendranath Malhotra,6.271282051282052,6.7,6.378571428571428,7.033333333333334,6.7
Chhupa Rustam,2001.0,127.0,Drama,4.6,86.0,Aziz Sejawal,Sanjay Kapoor,Mamta Kulkarni,Manisha Koirala,6.271282051282052,4.788888888888889,5.1499999999999995,5.5,6.021428571428571
Chhupam Chhaai,2016.0,94.0,Adventure,8.4,79.0,Pratik Mittal,Akshat Jain,Sanket Chauhan,Anshu Khatri,6.188,8.4,8.4,8.4,8.4
Chicken Curry Law,2019.0,127.0,Drama,5.3,30.0,Shekhar Sirrinn,Natalia Janoszek,Ashutosh Rana,Makrand Deshpande,6.271282051282052,5.3,5.3,5.033333333333333,6.45
Chicken Tikka Masala,2005.0,90.0,Comedy,5.6,524.0,Harmage Singh Kalirai,Chris Bisson,Saeed Jaffrey,Sally Bankes,5.838155136268345,5.6,5.6,6.433333333333333,5.6
Chidi Balla,2018.0,112.0,Comedy,6.4,12.0,Radheshyam Pipalwa,Chetan Sharma,Mayur More,Abhimanyu Singh,5.838155136268345,6.4,6.4,6.4,5.075
Chidiya,2016.0,110.0,Drama,7.2,15.0,Mehran Amrohi,Svar Kamble,Ayush Pathak,Vinay Pathak,6.271282051282052,7.2,7.2,7.2,7.2
Children of War,2014.0,160.0,Drama,6.7,879.0,Mrityunjay Devvrat,Farooq Shaikh,Victor Banerjee,Pawan Malhotra,6.271282051282052,6.7,6.6,6.300000000000001,7.057142857142857
Children's Party,2011.0,135.0,Comedy,7.5,7296.0,Vikas Bahl,Nitesh Tiwari,Irfan Khan,Sanath Menon,5.838155136268345,6.8,7.5,7.5,7.5
China Gate,1998.0,175.0,Action,6.6,1430.0,Rajkumar Santoshi,Om Puri,Naseeruddin Shah,Danny Denzongpa,5.543406229290921,6.876923076923077,6.513333333333334,6.540000000000001,5.909523809523809
China Town,1962.0,151.0,Comedy,7.1,201.0,Shakti Samanta,Shammi Kapoor,Shakila,Helen,5.838155136268345,6.64375,6.91875,6.95,6.025
Chinar Daastaan-E-Ishq,2015.0,116.0,Romance,6.8,62.0,Sharique Minhaj,Parveen Kaur,Faisal Khan,Shahbaaz Khan,5.624503311258278,6.8,6.8,6.8,6.65
Chingaari,2006.0,155.0,Drama,4.6,189.0,Kalpana Lajmi,Sushmita Sen,Mithun Chakraborty,Anuj Sawhney,6.271282051282052,6.475,5.1,5.651515151515151,5.0
Chinnodu,2006.0,150.0,Action,4.0,51.0,Kanmani,Sumanth,Charmy Kaur,Rahul Dev,5.543406229290921,4.0,4.7,4.0,5.166666666666667
Chintu Ji,2009.0,115.0,Comedy,6.0,191.0,Ranjit Kapoor,Rishi Kapoor,Priyanshu Chatterjee,Kulraj Randhawa,5.838155136268345,6.0,5.955813953488373,5.55,6.0
Chintu Ka Birthday,2020.0,80.0,Drama,7.8,4063.0,Devanshu Singh,Satyanshu Singh,Vinay Pathak,Tillotama Shome,6.271282051282052,7.8,7.8,6.459999999999999,7.8
Chipku,2016.0,135.0,Drama,6.8,5.0,Priyanka,Gouri Ash,Rakesh Bedi,Neha Pal Chowdhury,6.271282051282052,6.8,6.8,5.357142857142857,6.8
Chippa,2019.0,90.0,Drama,6.5,941.0,Safdar Rahman,Sunny Pawar,Mala Mukherjee,Surojit,6.271282051282052,6.5,6.5,6.5,6.5
Chitchor,1976.0,105.0,Drama,7.5,618.0,Basu Chatterjee,Amol Palekar,Zarina Wahab,Vijayendra Ghatge,6.271282051282052,6.7318181818181815,7.066666666666666,6.071428571428571,6.242857142857143
Chitkabrey,2011.0,120.0,Drama,3.9,134.0,Suneet Arora,Ravi Kishan,Rahul Singh,Sanjay Swaraj,6.271282051282052,3.9,4.7,3.9,3.9
Chittagong,2012.0,105.0,Action,7.3,1558.0,Bedabrata Pain,Manoj Bajpayee,Barry John,Delzad Hiwale,5.543406229290921,7.3,6.695833333333333,7.25,7.3
Chocolate,2005.0,160.0,Crime,4.8,1906.0,Vivek Agnihotri,Anil Kapoor,Sunil Shetty,Arshad Warsi,6.17,5.633333333333333,5.593478260869565,5.222727272727273,5.184615384615385
Choked,2020.0,114.0,Drama,5.8,4826.0,Anurag Kashyap,Saiyami Kher,Roshan Mathew,Amruta Subhash,6.271282051282052,7.3500000000000005,5.8,5.8,6.333333333333333
Choo Lenge Akash,2000.0,85.0,Family,7.4,7.0,Virendra Saini,Puru Chibber,Pankaj Jha,Parikshit Sahni,6.32,6.666666666666667,7.4,6.8999999999999995,6.575
Chopsticks,2019.0,100.0,Comedy,6.5,4293.0,Sachin Yardi,Abhay Deol,Mithila Palkar,Vijay Raaz,5.838155136268345,5.6000000000000005,6.5875,6.5,6.066666666666666
Chor Aur Chand,1993.0,137.0,Action,6.9,53.0,Pavan Kaul,Aditya Pancholi,Pooja Bhatt,Aruna Irani,5.543406229290921,5.0,5.825,5.845454545454545,5.723809523809524
Chor Bazaari,2015.0,107.0,Comedy,4.7,22.0,Rajiv S. Ruia,Asrani,Kurush Deboo,Manoj Joshi,5.838155136268345,4.163636363636363,5.076190476190476,3.95,5.56
Chor Bazar,1954.0,127.0,Action,6.1,24.0,Prem Narayan Arora,Shammi Kapoor,Sumitra Devi,Chitra,5.543406229290921,5.949999999999999,6.91875,6.4,6.3
Chor Chor Super Chor,2013.0,99.0,Comedy,6.5,225.0,Rajesh. K.,Deepak Dobriyal,Priya Bathija,Anshul Kataria,5.838155136268345,6.5,5.64,6.5,6.5
Chor Machaaye Shor,2002.0,145.0,Action,4.2,1124.0,David Dhawan,Bobby Deol,Om Puri,Paresh Rawal,5.543406229290921,5.258333333333334,4.885714285714286,5.907692307692307,5.359090909090909
Chor Machaye Shor,1974.0,139.0,Action,6.5,146.0,Ashok Roy,Shashi Kapoor,Mumtaz,Asrani,5.543406229290921,5.86,6.313513513513513,6.555,5.888
Chor Pe Mor,1990.0,142.0,Comedy,4.5,14.0,Kapil Kapoor,Naseeruddin Shah,Karan Shah,Neelam Kothari,5.838155136268345,5.85,6.185365853658537,4.45,5.185714285714285
Chor Sipahee,1977.0,138.0,Action,5.8,44.0,Prayag Raj,Shashi Kapoor,Vinod Khanna,Parveen Babi,5.543406229290921,5.82,6.313513513513513,5.869565217391305,6.185714285714285
Chori Chori,1956.0,158.0,Comedy,7.7,475.0,Anant Thakur,Nargis,Raj Kapoor,Gope,5.838155136268345,7.7,7.447619047619048,7.346666666666667,6.733333333333333
Chori Chori Chupke Chupke,2001.0,160.0,Comedy,5.4,4464.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Salman Khan,Rani Mukerji,5.838155136268345,5.777777777777778,5.777777777777778,5.294117647058823,6.35
Chori Mera Kaam,1975.0,165.0,Comedy,7.0,136.0,Brij,Ashok Kumar,Shashi Kapoor,Zeenat Aman,5.838155136268345,6.827272727272727,6.5458823529411765,6.867999999999999,6.558333333333334
Chorni,1982.0,149.0,Comedy,5.3,39.0,Jyoti Swaroop,Jeetendra,Neetu Singh,Shreeram Lagoo,5.838155136268345,6.475,5.389411764705883,5.986666666666666,6.341666666666666
Choron Ki Baaraat,1980.0,135.0,Action,7.1,16.0,Harmesh Malhotra,Shatrughan Sinha,Neetu Singh,Ajit,5.543406229290921,5.62,5.429166666666667,5.986666666666666,6.4750000000000005
Chorus,1975.0,124.0,Fantasy,7.4,84.0,Mrinal Sen,Utpal Dutt,Ajit Banerjee,Shekhar Chatterjee,6.2,7.222222222222222,6.6000000000000005,7.4,7.45
Chota Jadugar,2003.0,99.0,Fantasy,3.1,102.0,Jose Punnoose,Sooraj Balaji,S.P. Balasubrahmanyam,Julian Carey,6.2,3.1,3.1,4.95,3.1
Chote Nawab,2020.0,108.0,Drama,6.1,7.0,Kumud Chaudhary,Tulika Banerjee,Plabita Borthakur,Rajshri Deshpande,6.271282051282052,6.1,6.1,6.1,6.1
Chousar Firangi,2019.0,95.0,Comedy,6.8,85.0,Sandeep Pandey,Prateek Pachauri,Rekha Mishra,Anudeep Singh,5.838155136268345,6.8,6.8,6.8,6.8
Chowkidar,1974.0,135.0,Drama,5.3,22.0,Shyam Ralhan,Sanjeev Kumar,Yogeeta Bali,Vinod Khanna,6.271282051282052,5.35,6.58,5.566666666666666,6.083333333333333
Chudail,1997.0,98.0,Horror,4.9,10.0,P. Chandrakumar,Kiran Kumar,Poonam Dasgupta,Anil Dhawan,4.68655462184874,4.9,6.3,4.9,5.0375
Chudail Story,2016.0,100.0,Horror,2.4,142.0,Surya Lakkoju,Preeti Soni,Amal Sherawat,Nidhi Bhardwaj,4.68655462184874,2.4,2.4,2.4,2.4
Chup Chup Ke,2006.0,164.0,Comedy,6.8,9171.0,Priyadarshan,Kookie Gulati,Shahid Kapoor,Kareena Kapoor,5.838155136268345,6.1521739130434785,6.8,4.959999999999999,5.828571428571428
Chupke Chupke,1975.0,146.0,Comedy,8.3,11923.0,Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Amitabh Bachchan,5.838155136268345,7.266666666666667,5.924691358024691,7.003333333333333,6.629411764705883
Chupke Se,2003.0,164.0,Comedy,5.4,112.0,Shona Urvashi,Zulfi Sayed,Masumeh Makhija,Rati Agnihotri,5.838155136268345,5.4,5.4,3.9000000000000004,5.357142857142857
Chura Liyaa Hai Tumne,2003.0,143.0,Action,3.7,463.0,Sangeeth Sivan,Zayed Khan,Esha Deol,Gulshan Grover,5.543406229290921,4.428571428571429,4.8,4.266666666666667,4.984210526315789
Cinderella,2015.0,113.0,Fantasy,6.7,9.0,Kiran Nakti,Mangesh Desai,Vinit Bonde,Janardhan Parab,6.2,6.7,6.7,6.7,6.7
City Lights,2014.0,126.0,Drama,7.4,4828.0,Hansal Mehta,Rajkummar Rao,Patralekhaa Paul,Manav Kaul,6.271282051282052,6.785714285714286,6.970000000000001,6.65,5.6
City of Gold - Mumbai 1982,2010.0,145.0,Crime,6.8,355.0,Mahesh Manjrekar,Sachin Khedekar,Seema Biswas,Ankush Chaudhari,6.17,5.864705882352942,7.35,6.725,6.8
Class of '83,2020.0,98.0,Action,5.8,5084.0,Atul Sabharwal,Bobby Deol,Anup Soni,Joy Sengupta,5.543406229290921,6.15,4.885714285714286,5.5,6.5
Clerk,1989.0,165.0,Action,2.3,126.0,Manoj Kumar,Manoj Kumar,Ashok Kumar,Rajendra Kumar,5.543406229290921,6.416666666666667,6.107142857142857,6.386956521739131,5.65
Click,2010.0,127.0,Drama,3.5,317.0,Sangeeth Sivan,Shreyas Talpade,Sada,Sneha Ullal,6.271282051282052,4.428571428571429,5.277777777777778,3.5,4.1
Club 60,2013.0,137.0,Drama,7.3,433.0,Sanjay Tripathy,Farooq Shaikh,Sarika,Raghuvir Yadav,6.271282051282052,7.3,6.6,6.55,6.463636363636363
Club Dancer,2016.0,125.0,Action,6.9,17.0,B. Prasad,Rajbeer Singh,Nish,Ajaz Khan,5.543406229290921,6.2,5.4,6.9,6.133333333333333
Cocktail,2012.0,146.0,Comedy,6.3,13486.0,Homi Adajania,Saif Ali Khan,Deepika Padukone,Diana Penty,5.838155136268345,6.433333333333334,5.5,6.053846153846154,6.949999999999999
Coffee Bloom,2015.0,90.0,Drama,5.9,101.0,Manu Warrier,Arjun Mathur,Sugandha Garg,Ishwari Bose-Bhattacharya,6.271282051282052,5.9,6.35,6.1,5.9
Colours of Passion,2008.0,132.0,Biography,7.0,1827.0,Ketan Mehta,Randeep Hooda,Nandana Sen,Paresh Rawal,6.674025974025974,6.8,5.95,6.85,5.359090909090909
Come December,2006.0,92.0,Drama,5.6,58.0,Faisal Saif,Arun Bakshi,Hayley Cleghorn,Bobby Darling,6.271282051282052,5.5,4.975,5.6,6.35
Comedy Couple,2020.0,117.0,Comedy,7.7,1662.0,Nachiket Samant,Saqib Saleem,Shweta Basu Prasad,Pooja Bedi,5.838155136268345,7.7,7.0,7.25,6.75
Commando,1988.0,149.0,Action,4.2,171.0,Babbar Subhash,Mithun Chakraborty,Mandakini,Hemant Birje,5.543406229290921,5.327272727272727,5.34078947368421,5.571428571428571,5.125
Commando 2,2017.0,144.0,Action,5.3,3015.0,Deven Bhojani,Vidyut Jammwal,Adah Sharma,Esha Gupta,5.543406229290921,5.3,6.08,5.7,5.125
Commando 3,2019.0,133.0,Action,5.7,2425.0,Aditya Datt,Vidyut Jammwal,Adah Sharma,Gulshan Devaiah,5.543406229290921,5.04,6.08,5.7,5.6
Company,2002.0,142.0,Action,7.9,14795.0,Ram Gopal Varma,Ajay Devgn,Mohanlal,Manisha Koirala,5.543406229290921,5.690322580645161,5.603448275862069,4.8,6.021428571428571
Compulsed,1974.0,155.0,Drama,7.1,668.0,Ravi Tandon,Amitabh Bachchan,Parveen Babi,Pran,6.271282051282052,6.666666666666667,6.122340425531915,6.4,6.39811320754717
Congregation,1986.0,140.0,Drama,6.5,15.0,Muzaffar Ali,Shabana Azmi,Farooq Shaikh,Rohini Hattangadi,6.271282051282052,6.2,6.8297297297297295,6.933333333333334,7.075
Consequence Karma,2021.0,92.0,Drama,9.0,223.0,Shadab Ahmad,Sidharth Bhardwaj,Monis Khan,Pooja Gupta,6.271282051282052,9.0,9.0,9.0,9.0
Contract,2008.0,117.0,Action,4.0,230.0,Ram Gopal Varma,Adhvik Mahajan,Sakshi Gulati,Amruta Khanvilkar,5.543406229290921,5.690322580645161,4.0,4.0,4.0
Cookie,2020.0,104.0,Horror,6.2,191.0,Lalit Marathe,Nabeel Ahmed,Amit Ashar,Bhavin Bhanushali,4.68655462184874,5.9,6.2,6.2,6.2
Cooking with Stella,2009.0,104.0,Comedy,5.4,282.0,Dilip Mehta,Seema Biswas,Don McKellar,Lisa Ray,5.838155136268345,5.4,5.75,5.4,5.7
Coolie,1983.0,177.0,Action,6.6,2123.0,Manmohan Desai,Prayag Raj,Amitabh Bachchan,Waheeda Rehman,5.543406229290921,6.4411764705882355,6.5,6.504166666666666,5.96
Coolie No,1995.0,143.0,Action,6.6,4843.0,David Dhawan,Govinda,Karisma Kapoor,Harish,5.543406229290921,5.258333333333334,4.822916666666667,5.033333333333333,5.38
Corporate,2006.0,142.0,Drama,6.5,1957.0,Madhur Bhandarkar,Bipasha Basu,Kay Kay Menon,Raj Babbar,6.271282051282052,6.1000000000000005,4.2625,6.25,5.661904761904762
Courage,1992.0,161.0,Action,4.8,787.0,Farogh Siddique,Ajay Devgn,Karisma Kapoor,Ajit,5.543406229290921,5.225,5.603448275862069,5.033333333333333,6.4750000000000005
Court,2014.0,116.0,Drama,7.7,4338.0,Chaitanya Tamhane,Vira Sathidar,Vivek Gomber,Geetanjali Kulkarni,6.271282051282052,7.7,7.7,7.7,7.5
Court Martial,2020.0,120.0,Drama,6.8,179.0,Sourabh Shrivastava,Karwarkar Bhavika,Saksham Dayma,Rajeev Khandelwal,6.271282051282052,5.825,6.8,6.8,6.949999999999999
Cover Story,2000.0,140.0,Thriller,5.3,105.0,G.S. Vijayan,Suresh Gopi,Joemon Joshy,Biju Menon,5.382558139534884,5.3,5.25,5.3,5.3
Crazy Mad Lover,2011.0,163.0,Action,5.6,4059.0,Samir Karnik,Nafisa Ali,Yugesh Anil,Madhuri Bhattacharya,5.543406229290921,5.033333333333333,5.6,5.6,5.6
Crd,2016.0,108.0,Drama,6.2,119.0,Kranti Kanadé,Mrinmayee Godbole,Isha Keskar,Abhay Mahajan,6.271282051282052,7.1,6.2,6.2,6.2
Creature,2014.0,134.0,Action,3.1,1308.0,Vikram Bhatt,Bipasha Basu,Imran Abbas,Mukul Dev,5.543406229290921,4.7875,4.2625,3.1,5.0
Criminal,1994.0,123.0,Action,5.7,450.0,Mahesh Bhatt,Nagarjuna Akkineni,Manisha Koirala,Ramya Krishnan,5.543406229290921,5.726470588235294,6.279999999999999,5.110526315789474,6.35
Crook,2010.0,121.0,Action,5.1,1965.0,Mohit Suri,Emraan Hashmi,Neha Sharma,Arjan Bajwa,5.543406229290921,6.15,5.504347826086956,5.04,5.1
Cryptic Road,2016.0,84.0,Mystery,7.3,23.0,Moosa Saleem,Hardik Kapadia,Vijay Ashok Sharma,Aastha Gautam,5.898148148148148,7.5,7.3,7.3,7.3
Current,1992.0,119.0,Drama,6.9,54.0,K. Hariharan,Om Puri,Deepti Naval,Shreeram Lagoo,6.271282051282052,6.800000000000001,6.513333333333334,7.133333333333334,6.341666666666666
Cycle Kick,2011.0,86.0,Drama,6.1,100.0,Shashi Sudigala,Nishan Nanaiah,Sunny Hinduja,Girija Oak,6.271282051282052,6.1,6.5,6.1,6.1
Cypher,2019.0,130.0,Biography,8.3,29.0,Sagar Pathak,Kirti Adarkar,Aarya Adhav,Arun Bali,6.674025974025974,8.3,8.3,8.3,6.0
D,2005.0,107.0,Crime,6.8,1188.0,Vishram Sawant,Randeep Hooda,Chunky Panday,Rukhsar Rehman,6.17,6.699999999999999,5.95,5.766666666666667,7.1
D Company,2021.0,91.0,Action,4.4,218.0,Ram Gopal Varma,Sandeep Bose,Abhilash Chaudhary,Pranay Dixit,5.543406229290921,5.690322580645161,4.4,4.4,5.0
Daadagiri,1997.0,138.0,Drama,4.6,30.0,Arshad Khan,Ayub Khan,Ritu Parna,Simran,6.271282051282052,4.475,5.1,4.6,4.8
Daadi Maa,1966.0,171.0,Action,6.2,20.0,L.V. Prasad,Ashok Kumar,Bina Rai,Dilip Raj,5.543406229290921,6.355555555555556,6.5458823529411765,6.275,6.2
Daaera,1953.0,139.0,Drama,6.5,32.0,Kamal Amrohi,Meena Kumari,Nasir Khan,M. Kumar,6.271282051282052,6.8,6.8999999999999995,6.5,6.7
Daag,1952.0,149.0,Drama,7.0,159.0,Amiya Chakrabarty,Dilip Kumar,Nimmi,Usha Kiran,6.271282051282052,7.1571428571428575,7.019230769230769,6.985714285714286,7.05
Daal Me Kala,1964.0,128.0,Comedy,6.0,21.0,Satyen Bose,Nimmi,Kishore Kumar,Abhi Bhattacharya,5.838155136268345,6.7823529411764705,6.225,6.325,6.08
Daal Mein Kuch Kaala Hai,2012.0,130.0,Comedy,3.9,75.0,Anand Balraj,Anand Balraj,Sudesh Berry,Kishore Anand Bhanushali,5.838155136268345,3.9,4.875,5.216666666666666,4.05
Daas,2005.0,163.0,Action,3.1,115.0,Babu Yogeswaran,Vadivelu,Fefsi Vijayan,Krishna Ghattamaneni,5.543406229290921,3.1,3.1,3.1,3.1
Daas Dev,2018.0,140.0,Drama,5.1,257.0,Sudhir Mishra,Yogesh Raj Mishra,Rahul Bhatt,Richa Chadha,6.271282051282052,6.709090909090909,5.1,5.1,5.95
Daava,1997.0,145.0,Action,4.5,571.0,Sunil Agnihotri,Naseeruddin Shah,Akshay Kumar,Raveena Tandon,5.543406229290921,4.1,6.185365853658537,5.564285714285715,5.553846153846154
Daawat-e-Biryani,2019.0,89.0,Drama,7.1,22.0,Aditi Roy,Jayant Kripalani,Sauraseni Maitra,Suhasini Mulay,6.271282051282052,7.1,7.1,7.1,5.35
Daawat-e-Ishq,2014.0,118.0,Comedy,6.1,5500.0,Habib Faisal,Aditya Roy Kapoor,Parineeti Chopra,Anupam Kher,5.838155136268345,6.7,6.04,6.171428571428572,5.445454545454545
Daayen Ya Baayen,2010.0,115.0,Comedy,6.3,146.0,Bela Negi,Deepak Dobriyal,Manav Kaul,Badrul Islam,5.838155136268345,6.3,5.64,6.08,6.3
Dabangg,2010.0,126.0,Action,6.2,30194.0,Abhinav Kashyap,Salman Khan,Sonakshi Sinha,Sonu Sood,5.543406229290921,6.2,5.223529411764705,5.263636363636364,5.6125
Dabangg 2,2012.0,120.0,Action,4.8,16920.0,Arbaaz Khan,Salman Khan,Sonakshi Sinha,Prakash Raj,5.543406229290921,4.8,5.223529411764705,5.263636363636364,4.933333333333333
Dabangg 3,2019.0,160.0,Action,3.0,15817.0,Prabhu Deva,Salman Khan,Sudeep,Sonakshi Sinha,5.543406229290921,4.37,5.223529411764705,4.7,3.6199999999999997
Dacait,1987.0,158.0,Action,6.5,270.0,Rahul Rawail,Rakhee Gulzar,Sunny Deol,Meenakshi Sheshadri,5.543406229290921,5.2,6.261904761904762,5.378571428571428,5.654545454545455
Dada,1979.0,137.0,Action,5.0,24.0,Jugal Kishore,Vinod Mehra,Bindiya Goswami,Jeevan,5.543406229290921,5.9,5.7,6.640000000000001,6.2
Dadar Kirti,1980.0,154.0,Comedy,7.2,191.0,Tarun Majumdar,Tapas Pal,Ayan Banerjee,Mahua Roy Chowdhury,5.838155136268345,6.966666666666666,6.5,7.2,7.2
Daddy,2017.0,134.0,Action,6.4,1886.0,Ashim Ahluwalia,Arjun Rampal,Aishwarya Rajesh,Nishikant Kamat,5.543406229290921,6.4,5.3999999999999995,6.4,6.85
Daddy Cool,2009.0,102.0,Comedy,3.8,362.0,K. Muralimohana Rao,Sunil Shetty,Aarti Chhabria,Aashish Chaudhary,5.838155136268345,4.3375,4.634615384615385,5.1000000000000005,4.0
Daddy's Daughter,2017.0,97.0,Drama,7.7,40.0,Abhimanyu Chauhan,Mithilesh Chaturvedi,Farheen Khan,Garima Rastogi,6.271282051282052,7.7,7.7,7.7,7.7
Dafaa 302,1975.0,118.0,Drama,4.9,7.0,K. Shrivastava,Randhir Kapoor,Rekha,Ajit,6.271282051282052,4.9,5.509090909090909,5.821276595744681,6.4750000000000005
Dagadi Chaawl,2015.0,120.0,Action,6.2,180.0,Chandrakant Kanse,Ankush Chaudhari,Makrand Deshpande,Pooja Sawant,5.543406229290921,6.2,6.2,6.633333333333333,6.2
Dahan,1998.0,145.0,Drama,7.4,285.0,Rituparno Ghosh,Shakuntala Barua,Chandni,Abhishek Chatterjee,6.271282051282052,7.05,7.4,6.4,7.4
Dahej,1950.0,149.0,Drama,6.3,15.0,Shantaram Rajaram Vankudre,Mumtaz Begum,Karan Dewan,Jayashree,6.271282051282052,6.617647058823529,6.55,6.75,6.3
Dahek,1999.0,155.0,Drama,5.5,189.0,Lateef Binny,Sonali Bendre,Danny Denzongpa,Anang Desai,6.271282051282052,5.5,5.5,6.214285714285714,6.0
Dahleez,1986.0,161.0,Action,5.3,50.0,Ravi Chopra,Jackie Shroff,Raj Babbar,Meenakshi Sheshadri,5.543406229290921,5.8428571428571425,5.247222222222223,5.311764705882353,5.654545454545455
Daku Aur Mahatma,1977.0,127.0,Action,4.7,7.0,Ravikant Nagaich,Rajendra Kumar,Reena Roy,Kabir Bedi,5.543406229290921,6.0,6.457142857142857,6.041666666666667,5.3
Daku Ganga Jamuna,2000.0,93.0,Action,3.9,7.0,Kanti Shah,Sapna Sappu,Amit Pachori,Durgesh Nandini,5.543406229290921,4.888235294117647,5.055555555555555,6.125,3.6
